ELECTORAL_DISTRICT_NUMBER,PROVINCE,ELECTORAL_DISTRICT_NAME,URBAN_SEMIURBAN_RURAL,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES_OBTAINED,PERCENTAGE_OF_VOTES_OBTAINED,MAJORITY,MAJORITY_PERCENTAGE,POPULATION,ELECTORS,PERCENTAGE_OF_VOTER_TURNOUT,ELECTED_CANDIDATE,ELECTED_CANDIDATE_PARTY,PROV_CODE
35038,Ontario,Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas,Urban,Roberto Henriquez,NDP-New Democratic Party,12432,19.8,,,113024,91137,69.4,"Tassi, Filomena",Liberal,ON
35038,Ontario,Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas,Urban,Dean Woods,People's Party - PPC,2584,4.1,,,113024,91137,69.4,"Tassi, Filomena",Liberal,ON
35038,Ontario,Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas,Urban,Victoria Galea,Green Party,1661,2.6,,,113024,91137,69.4,"Tassi, Filomena",Liberal,ON
35038,Ontario,Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas,Urban,Spencer Rocchi,Rhinoceros Party,137,0.2,,,113024,91137,69.4,"Tassi, Filomena",Liberal,ON
35039,Ontario,Hastings--Lennox and Addington,Rural,Shelby Kramp-Neuman,Conservative,24651,45.1,5595.0,10.2,94333,83537,65.8,"Kramp-Neuman, Shelby",Conservative,ON
35039,Ontario,Hastings--Lennox and Addington,Rural,Mike Bossio,Liberal,19056,34.9,,,94333,83537,65.8,"Kramp-Neuman, Shelby",Conservative,ON
35039,Ontario,Hastings--Lennox and Addington,Rural,Matilda DeBues,NDP-New Democratic Party,6020,11.0,,,94333,83537,65.8,"Kramp-Neuman, Shelby",Conservative,ON
35039,Ontario,Hastings--Lennox and Addington,Rural,James Babcock,People's Party - PPC,3131,5.7,,,94333,83537,65.8,"Kramp-Neuman, Shelby",Conservative,ON
35039,Ontario,Hastings--Lennox and Addington,Rural,Reg Wilson,Green Party,971,1.8,,,94333,83537,65.8,"Kramp-Neuman, Shelby",Conservative,ON
35039,Ontario,Hastings--Lennox and Addington,Rural,Jennifer Sloan,Independent,838,1.5,,,94333,83537,65.8,"Kramp-Neuman, Shelby",Conservative,ON
35121,Ontario,Humber River--Black Creek,Rural,Judy Sgro,Liberal,19533,60.7,13934.0,43.3,108037,66934,48.9,"Sgro, Judy",Liberal,ON
35121,Ontario,Humber River--Black Creek,Rural,Rinku Shah,Conservative,5599,17.4,,,108037,66934,48.9,"Sgro, Judy",Liberal,ON
35121,Ontario,Humber River--Black Creek,Rural,Matias de Dovitiis,NDP-New Democratic Party,5279,16.4,,,108037,66934,48.9,"Sgro, Judy",Liberal,ON
35121,Ontario,Humber River--Black Creek,Rural,Raatib Anderson,People's Party - PPC,1258,3.9,,,108037,66934,48.9,"Sgro, Judy",Liberal,ON
35121,Ontario,Humber River--Black Creek,Rural,Unblind Tibbin,Green Party,388,1.2,,,108037,66934,48.9,"Sgro, Judy",Liberal,ON
35121,Ontario,Humber River--Black Creek,Rural,Christine Nugent,Marxist-Leninist,130,0.4,,,108037,66934,48.9,"Sgro, Judy",Liberal,ON
35040,Ontario,Huron--Bruce,Rural,Ben Lobb,Conservative,31170,50.9,15155.0,24.8,106570,88286,69.7,"Lobb, Ben",Conservative,ON
35040,Ontario,Huron--Bruce,Rural,James Rice,Liberal,16015,26.2,,,106570,88286,69.7,"Lobb, Ben",Conservative,ON
35040,Ontario,Huron--Bruce,Rural,Jan Johnstone,NDP-New Democratic Party,9056,14.8,,,106570,88286,69.7,"Lobb, Ben",Conservative,ON
35040,Ontario,Huron--Bruce,Rural,Jack Stecho,People's Party - PPC,4437,7.3,,,106570,88286,69.7,"Lobb, Ben",Conservative,ON
35040,Ontario,Huron--Bruce,Rural,Justin L Smith,Independent,519,0.8,,,106570,88286,69.7,"Lobb, Ben",Conservative,ON
35041,Ontario,Kanata--Carleton,Semi-urban,Jenna Sudds,Liberal,26394,41.8,2021.0,3.2,110960,86505,73.4,"Sudds, Jenna",Liberal,ON
35041,Ontario,Kanata--Carleton,Semi-urban,Jennifer McAndrew,Conservative,24373,38.6,,,110960,86505,73.4,"Sudds, Jenna",Liberal,ON
35041,Ontario,Kanata--Carleton,Semi-urban,Melissa Coenraad,NDP-New Democratic Party,8822,14.0,,,110960,86505,73.4,"Sudds, Jenna",Liberal,ON
35041,Ontario,Kanata--Carleton,Semi-urban,Scott Miller,People's Party - PPC,1858,2.9,,,110960,86505,73.4,"Sudds, Jenna",Liberal,ON
35041,Ontario,Kanata--Carleton,Semi-urban,Jennifer Purdy,Green Party,1709,2.7,,,110960,86505,73.4,"Sudds, Jenna",Liberal,ON
35042,Ontario,Kenora,Rural,Eric Melillo,Conservative,11103,42.6,3302.0,12.7,62556,46382,56.5,"Melillo, Eric",Conservative,ON
35042,Ontario,Kenora,Rural,Janine Seymour,NDP-New Democratic Party,7801,29.9,,,62556,46382,56.5,"Melillo, Eric",Conservative,ON
35042,Ontario,Kenora,Rural,David Bruno,Liberal,5190,19.9,,,62556,46382,56.5,"Melillo, Eric",Conservative,ON
35042,Ontario,Kenora,Rural,Craig Martin,People's Party - PPC,1625,6.2,,,62556,46382,56.5,"Melillo, Eric",Conservative,ON
35042,Ontario,Kenora,Rural,Remi Rheault,Green Party,364,1.4,,,62556,46382,56.5,"Melillo, Eric",Conservative,ON
35043,Ontario,King--Vaughan,Urban,Anna Roberts,Conservative,22534,45.1,1076.0,2.2,131995,102808,49.0,"Roberts, Anna",Conservative,ON
35043,Ontario,King--Vaughan,Urban,Deb Schulte,Liberal,21458,42.9,,,131995,102808,49.0,"Roberts, Anna",Conservative,ON
35043,Ontario,King--Vaughan,Urban,Sandra Lozano,NDP-New Democratic Party,3234,6.5,,,131995,102808,49.0,"Roberts, Anna",Conservative,ON
35043,Ontario,King--Vaughan,Urban,Gilmar Oprisan,People's Party - PPC,2149,4.3,,,131995,102808,49.0,"Roberts, Anna",Conservative,ON
35043,Ontario,King--Vaughan,Urban,Roberta Herod,Green Party,620,1.2,,,131995,102808,49.0,"Roberts, Anna",Conservative,ON
35044,Ontario,Kingston and the Islands/Kingston et les Îles,Urban,Mark Gerretsen,Liberal,27724,41.1,7949.0,11.8,117543,101401,67.0,"Gerretsen, Mark",Liberal,ON
35044,Ontario,Kingston and the Islands/Kingston et les Îles,Urban,Vic Sahai,NDP-New Democratic Party,19775,29.3,,,117543,101401,67.0,"Gerretsen, Mark",Liberal,ON
35044,Ontario,Kingston and the Islands/Kingston et les Îles,Urban,Gary Oosterhof,Conservative,16019,23.7,,,117543,101401,67.0,"Gerretsen, Mark",Liberal,ON
35044,Ontario,Kingston and the Islands/Kingston et les Îles,Urban,Shelley Sayle-Udall,People's Party - PPC,2314,3.4,,,117543,101401,67.0,"Gerretsen, Mark",Liberal,ON
35044,Ontario,Kingston and the Islands/Kingston et les Îles,Urban,Waji Khan,Green Party,1673,2.5,,,117543,101401,67.0,"Gerretsen, Mark",Liberal,ON
35045,Ontario,Kitchener Centre/Kitchener-Centre,Urban,Mike Morrice,Green Party,17872,34.9,5335.0,10.4,105258,82639,62.6,"Morrice, Mike",Green Party,ON
35045,Ontario,Kitchener Centre/Kitchener-Centre,Urban,Mary Henein Thorn,Conservative,12537,24.5,,,105258,82639,62.6,"Morrice, Mike",Green Party,ON
35045,Ontario,Kitchener Centre/Kitchener-Centre,Urban,Beisan Zubi,NDP-New Democratic Party,8938,17.5,,,105258,82639,62.6,"Morrice, Mike",Green Party,ON
35045,Ontario,Kitchener Centre/Kitchener-Centre,Urban,Raj Saini,Liberal,8297,16.2,,,105258,82639,62.6,"Morrice, Mike",Green Party,ON
35045,Ontario,Kitchener Centre/Kitchener-Centre,Urban,Diane Boskovic,People's Party - PPC,3381,6.6,,,105258,82639,62.6,"Morrice, Mike",Green Party,ON
35045,Ontario,Kitchener Centre/Kitchener-Centre,Urban,Ellen Papenburg,Animal Protection Party,154,0.3,,,105258,82639,62.6,"Morrice, Mike",Green Party,ON
35047,Ontario,Kitchener South--Hespeler/Kitchener-Sud--Hespeler,Semi-urban,Valerie Bradford,Liberal,18596,37.5,947.0,1.9,105309,81082,61.8,"Bradford, Valerie",Liberal,ON
35047,Ontario,Kitchener South--Hespeler/Kitchener-Sud--Hespeler,Semi-urban,Tyler Calver,Conservative,17649,35.5,,,105309,81082,61.8,"Bradford, Valerie",Liberal,ON
35047,Ontario,Kitchener South--Hespeler/Kitchener-Sud--Hespeler,Semi-urban,Suresh Arangath,NDP-New Democratic Party,8079,16.3,,,105309,81082,61.8,"Bradford, Valerie",Liberal,ON
35047,Ontario,Kitchener South--Hespeler/Kitchener-Sud--Hespeler,Semi-urban,Melissa Baumgaertner,People's Party - PPC,3351,6.7,,,105309,81082,61.8,"Bradford, Valerie",Liberal,ON
35047,Ontario,Kitchener South--Hespeler/Kitchener-Sud--Hespeler,Semi-urban,Gabe Rose,Green Party,1710,3.4,,,105309,81082,61.8,"Bradford, Valerie",Liberal,ON
35047,Ontario,Kitchener South--Hespeler/Kitchener-Sud--Hespeler,Semi-urban,C.A. Morrison,Independent,119,0.2,,,105309,81082,61.8,"Bradford, Valerie",Liberal,ON
35047,Ontario,Kitchener South--Hespeler/Kitchener-Sud--Hespeler,Semi-urban,Stephen Davis,Rhinoceros Party,93,0.2,,,105309,81082,61.8,"Bradford, Valerie",Liberal,ON
35047,Ontario,Kitchener South--Hespeler/Kitchener-Sud--Hespeler,Semi-urban,Elaine Baetz,Marxist-Leninist,57,0.1,,,105309,81082,61.8,"Bradford, Valerie",Liberal,ON
35046,Ontario,Kitchener--Conestoga,Semi-urban,Tim Louis,Liberal,20025,39.3,577.0,1.1,100709,75316,68.0,"Louis, Tim",Liberal,ON
35046,Ontario,Kitchener--Conestoga,Semi-urban,Carlene Hawley,Conservative,19448,38.2,,,100709,75316,68.0,"Louis, Tim",Liberal,ON
35046,Ontario,Kitchener--Conestoga,Semi-urban,Narine Dat Sookram,NDP-New Democratic Party,5948,11.7,,,100709,75316,68.0,"Louis, Tim",Liberal,ON
35046,Ontario,Kitchener--Conestoga,Semi-urban,Kevin Dupuis,People's Party - PPC,3690,7.2,,,100709,75316,68.0,"Louis, Tim",Liberal,ON
35046,Ontario,Kitchener--Conestoga,Semi-urban,Owen Bradley,Green Party,1842,3.6,,,100709,75316,68.0,"Louis, Tim",Liberal,ON
35048,Ontario,Lambton--Kent--Middlesex,Rural,Lianne Rood,Conservative,29431,48.5,16879.0,27.8,105331,91655,66.7,"Rood, Lianne",Conservative,ON
35048,Ontario,Lambton--Kent--Middlesex,Rural,Sudit Ranade,Liberal,12552,20.7,,,105331,91655,66.7,"Rood, Lianne",Conservative,ON
35048,Ontario,Lambton--Kent--Middlesex,Rural,Jason Henry,NDP-New Democratic Party,11107,18.3,,,105331,91655,66.7,"Rood, Lianne",Conservative,ON
35048,Ontario,Lambton--Kent--Middlesex,Rural,Kevin Mitchell,People's Party - PPC,6567,10.8,,,105331,91655,66.7,"Rood, Lianne",Conservative,ON
35048,Ontario,Lambton--Kent--Middlesex,Rural,Jeremy Hull,Green Party,1035,1.7,,,105331,91655,66.7,"Rood, Lianne",Conservative,ON
35049,Ontario,Lanark--Frontenac--Kingston,Rural,Scott Reid,Conservative,30761,48.9,14144.0,22.5,101630,90814,69.8,"Reid, Scott",Conservative,ON
35049,Ontario,Lanark--Frontenac--Kingston,Rural,Michelle Foxton,Liberal,16617,26.4,,,101630,90814,69.8,"Reid, Scott",Conservative,ON
35049,Ontario,Lanark--Frontenac--Kingston,Rural,Steve Garrison,NDP-New Democratic Party,9828,15.6,,,101630,90814,69.8,"Reid, Scott",Conservative,ON
35049,Ontario,Lanark--Frontenac--Kingston,Rural,Florian Bors,People's Party - PPC,3830,6.1,,,101630,90814,69.8,"Reid, Scott",Conservative,ON
35049,Ontario,Lanark--Frontenac--Kingston,Rural,Calvin Neufeld,Green Party,1664,2.6,,,101630,90814,69.8,"Reid, Scott",Conservative,ON
35049,Ontario,Lanark--Frontenac--Kingston,Rural,Blake Hamilton,Rhinoceros Party,211,0.3,,,101630,90814,69.8,"Reid, Scott",Conservative,ON
35050,Ontario,Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes,Rural,Michael Barrett,Conservative,29950,50.5,15015.0,25.3,100546,87508,68.2,"Barrett, Michael",Conservative,ON
35050,Ontario,Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes,Rural,Roberta L Abbott,Liberal,14935,25.2,,,100546,87508,68.2,"Barrett, Michael",Conservative,ON
35050,Ontario,Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes,Rural,Michelle Taylor,NDP-New Democratic Party,8863,15.0,,,100546,87508,68.2,"Barrett, Michael",Conservative,ON
35050,Ontario,Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes,Rural,Alex Cassell,People's Party - PPC,3394,5.7,,,100546,87508,68.2,"Barrett, Michael",Conservative,ON
35050,Ontario,Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes,Rural,Lorraine Rekmans,Green Party,2134,3.6,,,100546,87508,68.2,"Barrett, Michael",Conservative,ON
35052,Ontario,London North Centre/London-Centre-Nord,Urban,Peter Fragiskatos,Liberal,22921,39.1,7032.0,12.0,125362,98392,60.0,"Fragiskatos, Peter",Liberal,ON
35052,Ontario,London North Centre/London-Centre-Nord,Urban,Stephen Gallant,Conservative,15889,27.1,,,125362,98392,60.0,"Fragiskatos, Peter",Liberal,ON
35052,Ontario,London North Centre/London-Centre-Nord,Urban,Dirka Prout,NDP-New Democratic Party,15611,26.6,,,125362,98392,60.0,"Fragiskatos, Peter",Liberal,ON
35052,Ontario,London North Centre/London-Centre-Nord,Urban,Marc Emery,People's Party - PPC,2902,5.0,,,125362,98392,60.0,"Fragiskatos, Peter",Liberal,ON
35052,Ontario,London North Centre/London-Centre-Nord,Urban,Mary Ann Hodge,Green Party,1297,2.2,,,125362,98392,60.0,"Fragiskatos, Peter",Liberal,ON
35053,Ontario,London West/London-Ouest,Urban,Arielle Kayabaga,Liberal,25308,36.9,3035.0,4.4,126110,101388,68.2,"Kayabaga, Arielle",Liberal,ON
35053,Ontario,London West/London-Ouest,Urban,Rob Flack,Conservative,22273,32.5,,,126110,101388,68.2,"Kayabaga, Arielle",Liberal,ON
35053,Ontario,London West/London-Ouest,Urban,Shawna Lewkowitz,NDP-New Democratic Party,16858,24.6,,,126110,101388,68.2,"Kayabaga, Arielle",Liberal,ON
35053,Ontario,London West/London-Ouest,Urban,Mike McMullen,People's Party - PPC,3409,5.0,,,126110,101388,68.2,"Kayabaga, Arielle",Liberal,ON
35053,Ontario,London West/London-Ouest,Urban,Jacques Y Boudreau,Libertarian,773,1.1,,,126110,101388,68.2,"Kayabaga, Arielle",Liberal,ON
35051,Ontario,London--Fanshawe,Urban,Lindsay Mathyssen,NDP-New Democratic Party,22336,43.4,9850.0,19.2,119467,92165,56.3,"Mathyssen, Lindsay",NDP,ON
35051,Ontario,London--Fanshawe,Urban,Mattias Vanderley,Conservative,12486,24.3,,,119467,92165,56.3,"Mathyssen, Lindsay",NDP,ON
35051,Ontario,London--Fanshawe,Urban,Mohamed Hammoud,Liberal,11882,23.1,,,119467,92165,56.3,"Mathyssen, Lindsay",NDP,ON
35051,Ontario,London--Fanshawe,Urban,Kyle Free,People's Party - PPC,4718,9.2,,,119467,92165,56.3,"Mathyssen, Lindsay",NDP,ON
35054,Ontario,Markham--Stouffville,Urban,Helena Jaczek,Liberal,29773,51.0,9033.0,15.5,126064,96687,60.9,"Jaczek, Helena",Liberal,ON
35054,Ontario,Markham--Stouffville,Urban,Ben Smith,Conservative,20740,35.5,,,126064,96687,60.9,"Jaczek, Helena",Liberal,ON
35054,Ontario,Markham--Stouffville,Urban,Muhammad Ahsin Sahi,NDP-New Democratic Party,4961,8.5,,,126064,96687,60.9,"Jaczek, Helena",Liberal,ON
35054,Ontario,Markham--Stouffville,Urban,René De Vries,People's Party - PPC,1869,3.2,,,126064,96687,60.9,"Jaczek, Helena",Liberal,ON
35054,Ontario,Markham--Stouffville,Urban,Uzair Baig,Green Party,1049,1.8,,,126064,96687,60.9,"Jaczek, Helena",Liberal,ON
35055,Ontario,Markham--Thornhill,Urban,Mary Ng,Liberal,23709,61.5,13573.0,35.2,99078,70057,55.6,"Ng, Mary",Liberal,ON
35055,Ontario,Markham--Thornhill,Urban,Melissa Felian,Conservative,10136,26.3,,,99078,70057,55.6,"Ng, Mary",Liberal,ON
35055,Ontario,Markham--Thornhill,Urban,Paul Sahbaz,NDP-New Democratic Party,3222,8.4,,,99078,70057,55.6,"Ng, Mary",Liberal,ON
35055,Ontario,Markham--Thornhill,Urban,Mimi Lee,Green Party,813,2.1,,,99078,70057,55.6,"Ng, Mary",Liberal,ON
35055,Ontario,Markham--Thornhill,Urban,Ilia Pashaev,People's Party - PPC,648,1.7,,,99078,70057,55.6,"Ng, Mary",Liberal,ON
35056,Ontario,Markham--Unionville,Urban,Paul Chiang,Liberal,21958,48.6,2999.0,6.6,123318,87775,52.0,"Chiang, Paul",Liberal,ON
35056,Ontario,Markham--Unionville,Urban,Bob Saroya,Conservative,18959,41.9,,,123318,87775,52.0,"Chiang, Paul",Liberal,ON
35056,Ontario,Markham--Unionville,Urban,Aftab Qureshi,NDP-New Democratic Party,3001,6.6,,,123318,87775,52.0,"Chiang, Paul",Liberal,ON
35056,Ontario,Markham--Unionville,Urban,Elvin Kao,Green Party,1306,2.9,,,123318,87775,52.0,"Chiang, Paul",Liberal,ON
35057,Ontario,Milton,Semi-urban,Adam van Koeverden,Liberal,28503,51.5,10190.0,18.4,114093,89152,62.5,"van Koeverden, Adam",Liberal,ON
35057,Ontario,Milton,Semi-urban,Nadeem Akbar,Conservative,18313,33.1,,,114093,89152,62.5,"van Koeverden, Adam",Liberal,ON
35057,Ontario,Milton,Semi-urban,Muhammad Riaz Sahi,NDP-New Democratic Party,4925,8.9,,,114093,89152,62.5,"van Koeverden, Adam",Liberal,ON
35057,Ontario,Milton,Semi-urban,Shibli Haddad,People's Party - PPC,2365,4.3,,,114093,89152,62.5,"van Koeverden, Adam",Liberal,ON
35057,Ontario,Milton,Semi-urban,Chris Kowalchuk,Green Party,1280,2.3,,,114093,89152,62.5,"van Koeverden, Adam",Liberal,ON
35058,Ontario,Mississauga Centre/Mississauga-Centre,Urban,Omar Alghabra,Liberal,25719,54.2,12329.0,26.0,124849,85779,55.8,"Alghabra, Omar",Liberal,ON
35058,Ontario,Mississauga Centre/Mississauga-Centre,Urban,Kathy-Ying Zhao,Conservative,13390,28.2,,,124849,85779,55.8,"Alghabra, Omar",Liberal,ON
35058,Ontario,Mississauga Centre/Mississauga-Centre,Urban,Teneshia Samuel,NDP-New Democratic Party,5331,11.2,,,124849,85779,55.8,"Alghabra, Omar",Liberal,ON
35058,Ontario,Mississauga Centre/Mississauga-Centre,Urban,Elie Diab,People's Party - PPC,2128,4.5,,,124849,85779,55.8,"Alghabra, Omar",Liberal,ON
35058,Ontario,Mississauga Centre/Mississauga-Centre,Urban,Craig Laferriere,Green Party,863,1.8,,,124849,85779,55.8,"Alghabra, Omar",Liberal,ON
35059,Ontario,Mississauga East--Cooksville/Mississauga-Est--Cooksville,Urban,Peter Fonseca,Liberal,22806,50.0,8084.0,17.7,120205,82886,55.4,"Fonseca, Peter",Liberal,ON
35059,Ontario,Mississauga East--Cooksville/Mississauga-Est--Cooksville,Urban,Grace Adamu,Conservative,14722,32.3,,,120205,82886,55.4,"Fonseca, Peter",Liberal,ON
35059,Ontario,Mississauga East--Cooksville/Mississauga-Est--Cooksville,Urban,Tom Takacs,NDP-New Democratic Party,4678,10.3,,,120205,82886,55.4,"Fonseca, Peter",Liberal,ON
35059,Ontario,Mississauga East--Cooksville/Mississauga-Est--Cooksville,Urban,Joseph Westover,People's Party - PPC,2933,6.4,,,120205,82886,55.4,"Fonseca, Peter",Liberal,ON
35059,Ontario,Mississauga East--Cooksville/Mississauga-Est--Cooksville,Urban,Gord Elliott,Independent,329,0.7,,,120205,82886,55.4,"Fonseca, Peter",Liberal,ON
35059,Ontario,Mississauga East--Cooksville/Mississauga-Est--Cooksville,Urban,Dagmar Sullivan,Marxist-Leninist,107,0.2,,,120205,82886,55.4,"Fonseca, Peter",Liberal,ON
35060,Ontario,Mississauga--Erin Mills,Urban,Iqra Khalid,Liberal,25866,51.0,8778.0,17.3,122560,87383,58.4,"Khalid, Iqra",Liberal,ON
35060,Ontario,Mississauga--Erin Mills,Urban,James Nguyen,Conservative,17088,33.7,,,122560,87383,58.4,"Khalid, Iqra",Liberal,ON
35060,Ontario,Mississauga--Erin Mills,Urban,Kaukab Usman,NDP-New Democratic Party,5178,10.2,,,122560,87383,58.4,"Khalid, Iqra",Liberal,ON
35060,Ontario,Mississauga--Erin Mills,Urban,Michael Bayer,People's Party - PPC,1711,3.4,,,122560,87383,58.4,"Khalid, Iqra",Liberal,ON
35060,Ontario,Mississauga--Erin Mills,Urban,Ewan DeSilva,Green Party,829,1.6,,,122560,87383,58.4,"Khalid, Iqra",Liberal,ON
35061,Ontario,Mississauga--Lakeshore,Urban,Sven Spengemann,Liberal,25284,44.9,3523.0,6.3,117444,89017,63.8,"Spengemann, Sven",Liberal,ON
35061,Ontario,Mississauga--Lakeshore,Urban,Michael Ras,Conservative,21761,38.7,,,117444,89017,63.8,"Spengemann, Sven",Liberal,ON
35061,Ontario,Mississauga--Lakeshore,Urban,Sarah Walji,NDP-New Democratic Party,5488,9.8,,,117444,89017,63.8,"Spengemann, Sven",Liberal,ON
35061,Ontario,Mississauga--Lakeshore,Urban,Vahid Seyfaie,People's Party - PPC,2367,4.2,,,117444,89017,63.8,"Spengemann, Sven",Liberal,ON
35061,Ontario,Mississauga--Lakeshore,Urban,Elizabeth Robertson,Green Party,1265,2.2,,,117444,89017,63.8,"Spengemann, Sven",Liberal,ON
35061,Ontario,Mississauga--Lakeshore,Urban,Kayleigh Tahk,Rhinoceros Party,94,0.2,,,117444,89017,63.8,"Spengemann, Sven",Liberal,ON
35062,Ontario,Mississauga--Malton,Urban,Iqwinder Gaheer,Liberal,21766,52.8,9141.0,22.2,118240,77208,54.0,"Gaheer, Iqwinder",Liberal,ON
35062,Ontario,Mississauga--Malton,Urban,Clyde Roach,Conservative,12625,30.6,,,118240,77208,54.0,"Gaheer, Iqwinder",Liberal,ON
35062,Ontario,Mississauga--Malton,Urban,Waseem Ahmed,NDP-New Democratic Party,5771,14.0,,,118240,77208,54.0,"Gaheer, Iqwinder",Liberal,ON
35062,Ontario,Mississauga--Malton,Urban,Mark Davidson,Green Party,811,2.0,,,118240,77208,54.0,"Gaheer, Iqwinder",Liberal,ON
35062,Ontario,Mississauga--Malton,Urban,Frank Chilelli,Marxist-Leninist,275,0.7,,,118240,77208,54.0,"Gaheer, Iqwinder",Liberal,ON
35063,Ontario,Mississauga--Streetsville,Urban,Rechie Valdez,Liberal,23698,47.3,6567.0,13.1,118301,85853,58.8,"Valdez, Rechie",Liberal,ON
35063,Ontario,Mississauga--Streetsville,Urban,Jasveen Rattan,Conservative,17131,34.2,,,118301,85853,58.8,"Valdez, Rechie",Liberal,ON
35063,Ontario,Mississauga--Streetsville,Urban,Farina Hassan,NDP-New Democratic Party,6186,12.3,,,118301,85853,58.8,"Valdez, Rechie",Liberal,ON
35063,Ontario,Mississauga--Streetsville,Urban,Gurdeep Wolosz,People's Party - PPC,1851,3.7,,,118301,85853,58.8,"Valdez, Rechie",Liberal,ON
35063,Ontario,Mississauga--Streetsville,Urban,Chris Hill,Green Party,1048,2.1,,,118301,85853,58.8,"Valdez, Rechie",Liberal,ON
35063,Ontario,Mississauga--Streetsville,Urban,Natalie Spizzirri,Animal Protection Party,210,0.4,,,118301,85853,58.8,"Valdez, Rechie",Liberal,ON
35064,Ontario,Nepean,Semi-urban,Chandra Arya,Liberal,29620,45.1,7436.0,11.3,119110,93728,70.6,"Arya, Chandra",Liberal,ON
35064,Ontario,Nepean,Semi-urban,Matt Triemstra,Conservative,22184,33.7,,,119110,93728,70.6,"Arya, Chandra",Liberal,ON
35064,Ontario,Nepean,Semi-urban,Sean Devine,NDP-New Democratic Party,10786,16.4,,,119110,93728,70.6,"Arya, Chandra",Liberal,ON
35064,Ontario,Nepean,Semi-urban,Jay Nera,People's Party - PPC,1840,2.8,,,119110,93728,70.6,"Arya, Chandra",Liberal,ON
35064,Ontario,Nepean,Semi-urban,Gordon Kubanek,Green Party,1318,2.0,,,119110,93728,70.6,"Arya, Chandra",Liberal,ON
35065,Ontario,Newmarket--Aurora,Semi-urban,Tony Van Bynen,Liberal,24208,43.8,3035.0,5.5,117418,91610,60.8,"Van Bynen, Tony",Liberal,ON
35065,Ontario,Newmarket--Aurora,Semi-urban,Harold Kim,Conservative,21173,38.3,,,117418,91610,60.8,"Van Bynen, Tony",Liberal,ON
35065,Ontario,Newmarket--Aurora,Semi-urban,Yvonne Kelly,NDP-New Democratic Party,6338,11.5,,,117418,91610,60.8,"Van Bynen, Tony",Liberal,ON
35065,Ontario,Newmarket--Aurora,Semi-urban,Andre Gagnon,People's Party - PPC,2296,4.2,,,117418,91610,60.8,"Van Bynen, Tony",Liberal,ON
35065,Ontario,Newmarket--Aurora,Semi-urban,Tim Flemming,Green Party,1015,1.8,,,117418,91610,60.8,"Van Bynen, Tony",Liberal,ON
35065,Ontario,Newmarket--Aurora,Semi-urban,Dorian Baxter,Independent,260,0.5,,,117418,91610,60.8,"Van Bynen, Tony",Liberal,ON
35066,Ontario,Niagara Centre/Niagara-Centre,Semi-urban,Vance Badawey,Liberal,20576,35.0,2252.0,3.8,109067,94206,62.9,"Badawey, Vance",Liberal,ON
35066,Ontario,Niagara Centre/Niagara-Centre,Semi-urban,Graham Speck,Conservative,18324,31.2,,,109067,94206,62.9,"Badawey, Vance",Liberal,ON
35066,Ontario,Niagara Centre/Niagara-Centre,Semi-urban,Melissa McGlashan,NDP-New Democratic Party,14086,24.0,,,109067,94206,62.9,"Badawey, Vance",Liberal,ON
35066,Ontario,Niagara Centre/Niagara-Centre,Semi-urban,Michael Kimmons,People's Party - PPC,4670,7.9,,,109067,94206,62.9,"Badawey, Vance",Liberal,ON
35066,Ontario,Niagara Centre/Niagara-Centre,Semi-urban,Kurtis McCartney,Green Party,1123,1.9,,,109067,94206,62.9,"Badawey, Vance",Liberal,ON
35067,Ontario,Niagara Falls,Semi-urban,Tony Baldinelli,Conservative,26810,37.9,3160.0,4.5,136292,115159,61.9,"Baldinelli, Tony",Conservative,ON
35067,Ontario,Niagara Falls,Semi-urban,Andrea Kaiser,Liberal,23650,33.5,,,136292,115159,61.9,"Baldinelli, Tony",Conservative,ON
35067,Ontario,Niagara Falls,Semi-urban,Brian Barker,NDP-New Democratic Party,12871,18.2,,,136292,115159,61.9,"Baldinelli, Tony",Conservative,ON
35067,Ontario,Niagara Falls,Semi-urban,Peter Taras,People's Party - PPC,5948,8.4,,,136292,115159,61.9,"Baldinelli, Tony",Conservative,ON
35067,Ontario,Niagara Falls,Semi-urban,Melanie Holm,Green Party,1370,1.9,,,136292,115159,61.9,"Baldinelli, Tony",Conservative,ON
35068,Ontario,Niagara West/Niagara-Ouest,Rural,Dean Allison,Conservative,25206,45.6,8391.0,15.2,90838,77600,71.5,"Allison, Dean",Conservative,ON
